"Story","Title","Result","Date","Stability","Duration (s)"
"As Admin, I want to manage the event feature","As admin, I can edit promo data by ID","SUCCESS","2023-06-26T11:50:54.115732+07:00[Asia/Jakarta]","0.0","0.32"
