"Story","Title","Result","Date","Stability","Duration (s)"
"As Admin, I want to manage the event feature","As admin, ensures that get admin data","SUCCESS","2023-06-26T11:50:52.635248+07:00[Asia/Jakarta]","0.0","0.37"
