"Story","Title","Result","Date","Stability","Duration (s)"
"As Admin, I want to manage the event feature","As admin, ensures that new event can be added correctly","SUCCESS","2023-06-26T11:50:53.013263+07:00[Asia/Jakarta]","0.0","0.38"
